sentence1	sentence2	similarity
Ng??i l†i xe ??p ?ang ??p xe d??i tr?i m?a vÖ m?c m?t chi?c †o kho†c mÖu ??	Ng??i l†i xe ??p ?ang ??p xe tràn tuy?t vÖ m?c m?t chi?c †o kho†c mÖu ??	0.76
M?t ng??i ?i xe ??p ?ang ??p xe trong m?t khu r?ng tuy?t vÖo l£c tr?i t?i	M?t ng??i ?i xe ??p ?ang ??p xe trong m?t khu r?ng tuy?t vÖo ban ?àm	0.94
M?t ng??i ?i xe ??p ?ang ??p xe trong m?t khu r?ng tuy?t vÖo ban ngÖy	M?t ng??i ?i xe ??p ?ang ??p xe trong m?t khu r?ng tuy?t vÖo ban ?àm	0.74
Ng??i l†i xe ??p ?ang ??p xe tràn tuy?t vÖ m?c m?t chi?c †o kho†c mÖu ??	M?t ng??i ?i xe ??p ?ang ??p xe trong m?t khu r?ng tuy?t vÖo ban ngÖy	0.64
Ng??i l†i xe ??p ?ang ??p xe d??i tr?i m?a vÖ m?c m?t chi?c †o kho†c mÖu ??	M?t ng??i ?i xe ??p ?ang ??p xe trong m?t khu r?ng tuy?t vÖo ban ?àm	0.6
M?t ng??i ?i xe ??p ?ang ??p xe trong m?t khu r?ng tuy?t vÖo ban ?àm	Ng??i l†i xe ??p ?ang ??p xe tràn tuy?t vÖ m?c m?t chi?c †o kho†c mÖu ??	0.76
M?t cì g†i tr? m?c bikini ?ang nh?y tràn b?i bi?n	M?t cì g†i tr? m?c bikini ?ang ng?i tràn b?i bi?n	0.72
M?t cì g†i tr? m?c ?? b?i ?ang nh?y tràn b?i bi?n	M?t cì g†i m?c bikini ?ang ch?i ?óa tràn c?n c†t	0.64
M?t cì g†i tr? m?c bikini ?ang nh?y tràn b?i bi?n	M?t cì g†i m?c bikini ?ang ch?i ?óa tràn c?n c†t	0.78
M?t ??a tr? ??i m? vÖ ?ang ?i tràn c†t khì	M?t ??a tr? ??i m? vÖ ?ang ?i tràn c†t ??t	0.86
M?t c?u bÇ ?ang ??i m?t chi?c m? tr?ng vÖ ?ang ch?y tràn b?i bi?n	M?t c?u bÇ ??i m? tr?ng vÖ ?ang ch?y tràn b?i bi?n	1
M?t ??a tr? ??i m? vÖ ?ang ?i tràn c†t ??t	M?t c?u bÇ ?ang ??i m?t chi?c m? tr?ng vÖ ?ang ch?y tràn b?i bi?n	0.68
M?t c?u bÇ ??i m? tr?ng vÖ ?ang ?i b? tràn b?i bi?n	M?t ??a tr? ??i m? vÖ ?ang ?i tràn c†t ??t	0.86
M?t c?u bÇ ??i m? vÖ ?ang ?i tràn c†t ??t	M?t c?u bÇ ??i m? tr?ng vÖ ?ang ch?y tràn b?i bi?n	0.86
M?t c?u bÇ ??i m? tr?ng vÖ ?ang ch?y tràn b?i bi?n	M?t ??a tr? ??i m? vÖ ?ang ?i tràn c†t khì	0.74
M?t ng??i ?Ön ìng ??i m? tr?ng ?ang ch?m vÖo m?t h?p c†c tìng	M?t ng??i ?Ön ìng ??i m? ?en ?ang ch?m vÖo m?t h?p c†c tìng	0.74
M?t ng??i ?Ön ìng ??i m? ?en ?ang v?i l?y m?t chi?c h?p	M?t ng??i ??i m? ?en ?ang v?i l?y m?t c†i h?p	0.92
M?t ng??i ?Ön ìng ??i m? tr?ng ?ang ch?m vÖo m?t h?p c†c tìng	M?t ng??i ?Ön ìng ??i m? ?en ?ang v?i l?y m?t chi?c h?p	0.84
M?t cì g†i tr? m?c †o ba l? hçnh tr†i tim ?ang gi? tay khi ?ang ch?i c?u tr??t	M?t cì g†i tr? m?c †o ba l? hçnh tr†i tim ?ang gi? tay khi cì ?y ?ang tr??t	0.94
M?t cì g†i tr? m?c †o ba l? hçnh tr†i tim ?ang gi? tay khi ?ang ch?i c?u tr??t	M?t ??a tr? t¢c vÖng ?ang tr??t xu?ng c?u tr??t vÖ gi? tay làn	0.56
M?t cì g†i tr? m?c †o ba l? hçnh tr†i tim ?ang gi? tay khi cì ?y ?ang tr??t	M?t ??a tr? t¢c vÖng ?ang tr??t xu?ng c?u tr??t vÖ gi? tay làn	0.56
M?t ??a tr? t¢c vÖng ?ang tr??t xu?ng c?u tr??t vÖ gi? tay làn	M?t cì g†i tr? m?c †o ba l? hçnh tr†i tim ?ang gi? tay khi cì ?y ?ang tr??t	0.7
M?t con ch¢ nÉu ?ang ch?y theo m?t con ch¢ ?en tràn b? ?†	M?t con ch¢ nÉu ?ang ch?y theo m?t con ch¢ ?en tràn b? ?†	0.92
Hai con ch¢ ?ang ch?i tràn b?i bi?n	M?t con ch¢ nÉu ?ang ch?y theo m?t con ch¢ ?en tràn b? ?†	0.78
M?t con ch¢ nÉu ?ang ch?y theo m?t con ch¢ ?en tràn b? ?†	Hai con ch¢ ?ang ch?i tràn b?i bi?n	0.82
Hai con ch¢ ?ang ch?i ?óa tràn b?i bi?n ??y ?†	Hai ch£ ch¢ ?ang ch?i ?óa tràn b?i bi?n lÖm b?ng ?†	0.94
M?t con ch¢ ?en ?ang ti?n ??n g?n m?t con ch¢ vÖng tràn b?i bi?n ??y s?i	M?t con v?t mÖu ?en ?ang ti?n ??n g?n m?t con ch¢ vÖng tràn b?i bi?n ??y s?i	0.9
M?t con v?t mÖu ?en ?ang ti?n ??n g?n m?t con ch¢ vÖng tràn b?i bi?n ??y s?i	Hai con ch¢ ?ang ch?i ?óa tràn b?i bi?n ??y ?†	0.66
Hai ch£ ch¢ ?ang ch?i ?óa tràn b?i bi?n lÖm b?ng ?†	M?t con ch¢ ?en ?ang ti?n ??n g?n m?t con ch¢ vÖng tràn b?i bi?n ??y s?i	0.8
M?t con ch¢ ?en ?ang ti?n ??n g?n m?t con ch¢ vÖng tràn b?i bi?n ??y s?i	Hai ch£ ch¢ ?ang ch?i ?óa tràn b?i c†t	0.62
Hai con ch¢ ?ang ch?i ?óa tràn b?i bi?n ??y ?†	M?t con ch¢ ?en ?ang ti?n ??n g?n m?t con ch¢ vÖng tràn b?i bi?n ??y s?i	0.72
M?t con ch¢ tr?ng l?n ?ang nh?y tràn khìng trung tràn m?t khu v?c ph? ??y tuy?t	M?t con ch¢ tr?ng l?n ?ang nh?y tràn khìng trung tràn m?t vóng tuy?t	0.98
M?t con ch¢ ?en l?n ?ang nh?y tràn khìng trung tràn m?t vóng tuy?t	M?t con ch¢ tr?ng l?n ?ang nh?y tràn khìng trung tràn m?t vóng tuy?t	0.74
M?t con ch¢ tr?ng l?n ?ang nh?y tràn khìng trung tràn m?t vóng tuy?t	M?t con v?t l?n mÖu tr?ng ?ang nh?y làn trong tuy?t	0.86
M?t con ch¢ tr?ng l?n ?ang nh?y tràn khìng trung tràn m?t vóng tuy?t	M?t ch£ ch¢ tr?ng nh? ?ang nh?y làn trong tuy?t	0.72
M?t con ch¢ tr?ng l?n ?ang nh?y tràn khìng trung tràn m?t khu v?c ph? ??y tuy?t	M?t con ch¢ tr?ng l?n ?ang nh?y làn trong tuy?t	0.84
Hai c?u bÇ ??i m? vÖ thä l??i mÖu ra	Hai cì g†i tr? ??i m? vÖ thä l??i mÖu ra	0.72
M?t c?p tr? em ?ang thä l??i mÖu xanh vÖ xanh l?c	Hai ??a tr? ?ang thä l??i mÖu xanh vÖ xanh l† cÉy	0.96
M?t c?p tr? em ?ang thä l??i mÖu xanh vÖ xanh l?c	Hai c?u bÇ ??i m? vÖ thä l??i mÖu ra	0.8
Hai c?u bÇ ??i m? vÖ thä l??i mÖu ra	Hai ??a tr? khìng thä l??i mÖu xanh vÖ xanh l† cÉy	0.76
M?t con ch¢ ?ang ??ng tràn s??n n£i	M?t con ch¢ ?ang ??ng tràn m?t ng?n n£i	0.82
M?t con ch¢ tr?ng ?ang ??ng tràn m?t s??n ??i c?	M?t con ch¢ ?ang ??ng tràn s??n n£i	0.7
Hai ??a tr? ?ang l?n trong n??c b?n	Hai ??a tr? ?ang l?n trong n??c bón	0.98
Hai ??a tr? ?ang l?n mçnh trong n??c s?ch	Hai ??a tr? ?ang l?n trong n??c bón	0.734
Hai c?u bÇ ?ang n?m tràn ??i d??ng g?n b?i bi?n	Hai c?u bÇ ?ang n?m tràn bi?n xa b?	0.76
Hai ??a tr? ?ang l?n trong n??c bón	Hai c?u bÇ ?ang n?m d??i n??c g?n b?i bi?n	0.5
Hai ??a tr? ?ang l?n trong n??c b?n	Hai c?u bÇ ?ang n?m tràn ??i d??ng g?n b?i bi?n	0.62
Hai ??a tr? ?ang l?n mçnh trong n??c s?ch	Hai c?u bÇ ?ang n?m tràn ??i d??ng g?n b?i bi?n	0.6
Hai ??a tr? ?ang l?n trong n??c bón	Hai c?u bÇ ?ang n?m tràn ??i d??ng g?n b?i bi?n	0.56
M?t con mäo ?en vÖ nÉu ?ang ?? m?t t?i m?t con ru?i	M?t con ch¢ ?en vÖ nÉu ?ang ?? m?t t?i m?t con ru?i	0.64
M?t con ch¢ nÉu vÖ ?en ?ang nhçn làn tràn	M?t con ch¢ nÉu vÖ ?en ?ang h??ng m?i làn tràn	0.98
M?t con ch¢ nÉu vÖ ?en ?ang nhçn làn tràn	M?t con ch¢ ?en vÖ nÉu ?ang ?? m?t t?i m?t con ru?i	0.64
M?t con ch¢ nÉu vÖ ?en ?ang h??ng m?i làn tràn	M?t con mäo ?en vÖ nÉu ?ang ?? m?t t?i m?t con ru?i	0.3
M?t ng??i ?Ön ìng to l?n ?ang ng?i trong m?t c?a hÖng b†n ?? quÉn s?	M?t ng??i ?Ön ìng to l?n ?ang ng?i trong m?t c?a hÖng ph? ki?n quÉn s?	1
M?t ng??i ?Ön ìng to l?n ?ang ng?i trong m?t c?a hÖng ph? ki?n quÉn s?	M?t ng??i ?Ön ìng nh? bÇ ?ang ng?i trong m?t c?a hÖng ph? ki?n quÉn s?	0.78
Khìng c¢ c?u chi?n binh nÖo ch? cho m?i ng??i nh?ng th? t? chi?n tranh	M?t ng??i ?Ön ìng to l?n ?ang ng?i trong m?t c?a hÖng ph? ki?n quÉn s?	0.48
M?t con ch¢ x†m ?ang nÇm m?t qu? b¢ng ?† tràn ??u c?a n¢ trong m?t sÉn c?	M?t con ch¢ x†m ?ang nÇm m?t qu? b¢ng ?† tràn ??u c?a n¢ tràn b?i c?	0.92
M?t con ch¢ x†m ?ang nÇm m?t qu? b¢ng ?† tràn ??u c?a n¢ trong m?t sÉn c?	M?t con ch¢ x†m ?ang nÇm m?t qu? b¢ng tennis tràn ??u c?a n¢ trong m?t c†nh ??ng c?	0.78
M?t ch£ ch¢ ?eo vïng c? mÖu xanh ?ang ch?i b¢ng trong v??n	M?t ch£ ch¢ ?eo vïng c? mÖu xanh ?ang ch?i b¢ng ? bàn ngoÖi	0.88
M?t con ch¢ ?eo vïng c? mÖu xanh khìng ch?i b¢ng ? bàn ngoÖi	M?t ch£ ch¢ ?eo vïng c? mÖu xanh ?ang ch?i b¢ng ? bàn ngoÖi	0.79
M?t ch£ ch¢ ?eo vïng c? mÖu xanh ?ang ch?i b¢ng trong v??n	M?t con ch¢ x†m ?ang nÇm m?t qu? b¢ng ?† tràn ??u c?a n¢ trong m?t sÉn c?	0.58
M?t con ch¢ ?eo vïng c? mÖu xanh khìng ch?i b¢ng ? bàn ngoÖi	M?t con ch¢ x†m ?ang nÇm m?t qu? b¢ng ?† tràn ??u c?a n¢ trong m?t sÉn c?	0.62
M?t con ch¢ x†m ?ang nÇm m?t qu? b¢ng tennis tràn ??u c?a n¢ trong m?t c†nh ??ng c?	M?t ch£ ch¢ ?eo vïng c? mÖu xanh ?ang ch?i b¢ng ? bàn ngoÖi	0.64
M?t ??a tr? da ?en ?ang ??ng tràn mÇp m?t vóng n??c g?n m?t s? xì	M?t ??a tr? da ?en ?ang ??i ? mÇp m?t vóng n??c g?n m?t s? xì n??c	0.98
M?t c?u bÇ bàn c?nh m?t s? thóng gi? r†ch ?ang c?m m?t v?t gç ?¢	M?t c?u bÇ bàn c?nh m?t s? thóng gi? r†ch khìng c?m m?t v?t gç	0.6
M?t ??a tr? da ?en ?ang ??ng tràn mÇp m?t vóng n??c g?n m?t s? xì	M?t c?u bÇ bàn c?nh m?t s? thóng gi? r†ch khìng c?m m?t v?t gç	0.54
M?t c?u bÇ bàn c?nh m?t s? thóng gi? r†ch ?ang c?m m?t v?t gç ?¢	M?t ??a tr? da ?en ?ang ??i ? mÇp m?t vóng n??c g?n m?t s? xì n??c	0.5
M?t c?u bÇ bàn c?nh m?t s? thóng gi? r†ch ?ang c?m m?t v?t gç ?¢	M?t ??a tr? da tr?ng khìng ??ng tràn mÇp m?t vóng n??c g?n m?t s? xì	0.44
Hai ??a tr? ?ang ch?i b¢ng ?† trong cìng viàn	Hai ??a tr? khìng ch?i b¢ng ?† trong cìng viàn	0.68
Khìng c¢ c?u bÇ nÖo ch?i b¢ng ?† ngoÖi tr?i tràn b?i c? xanh	Hai ??a tr? ?ang ch?i b¢ng ?† trong cìng viàn	0.64
M?t ng??i ph? n? m?c m?t chi?c †o s? mi ??y mÖu s?c vÖ ?eo r?t nhi?u ?? trang s?c	M?t ng??i ?Ön ìng m?c trang ph?c ?n ?? vÖ c¢ hçnh v? henna tràn tay ?ang lÖm th? t?c gi?y t?	0.24
M?t cì g†i m?c trang ph?c ?n ?? vÖ v? henna tràn tay ?ang lÖm th? t?c gi?y t?	Ng??i ph? n? m?c m?t chi?c †o s? mi nhi?u mÖu s?c vÖ ?eo r?t nhi?u ?? trang s?c	0.48
M?t ng??i ph? n? m?c m?t chi?c †o s? mi ??y mÖu s?c vÖ ?eo r?t nhi?u ?? trang s?c	M?t cì g†i m?c trang ph?c ?n ?? vÖ v? henna tràn tay ?ang lÖm th? t?c gi?y t?	0.51
M?t ng??i ?Ön ìng ?ang ??ng gi?a phïng t?p th? d?c vÖ ?ang m?c †o ??u	Khìng c¢ ng??i ?Ön ìng nÖo ??ng gi?a phïng t?p th? d?c vÖ m?c †o ??u	0.6
M?t ng??i ?Ön ìng m?c †o ?en ?ang ??ng trong phïng t?p th? d?c	M?t ng??i ph? n? m?c †o ?en ?ang ??ng trong phïng t?p th? d?c	0.7
M?t ng??i ?Ön ìng ?ang ??ng gi?a phïng t?p th? d?c vÖ ?ang m?c †o ??u	M?t ng??i ?Ön ìng m?c †o ??u mÖu ?en ?ang ??ng trong phïng t?p th? d?c	0.84
Khìng c¢ ng??i ?Ön ìng nÖo ??ng gi?a phïng t?p th? d?c vÖ m?c †o ??u	M?t ng??i ?Ön ìng m?c †o ?en ?ang ??ng trong phïng t?p th? d?c	0.68
Ng??i tr??t v†n ?ang nh?y kh?i tuy?t	M?t ng??i tr??t v†n ?ang nh?y kh?i tuy?t	1
M?t ng??i tr??t v†n ?ang nh?y kh?i tuy?t	Khìng c¢ ng??i tr??t tuy?t nÖo nh?y kh?i tuy?t	0.62
Ng??i tr??t v†n ?ang nh?y xu?ng t? m?t ng?n ??i ph? ??y tuy?t	Ng??i tr??t v†n ?ang nh?y xu?ng t? m?t ng?n ??i tuy?t	0.96
Ng??i tr??t v†n khìng nh?y xu?ng t? m?t ng?n ??i ph? ??y tuy?t	Ng??i tr??t v†n ?ang nh?y xu?ng t? m?t ng?n ??i ph? ??y tuy?t	0.76
Khìng c¢ ng??i tr??t tuy?t nÖo nh?y kh?i tuy?t	Ng??i tr??t v†n ?ang nh?y xu?ng t? m?t ng?n ??i ph? ??y tuy?t	0.74
Ng??i tr??t v†n ?ang nh?y xu?ng t? m?t ng?n ??i ph? ??y tuy?t	M?t ng??i tr??t v†n ?ang nh?y kh?i tuy?t	0.833
M?t ng??i ph? n? m?c m?t chi?c v†y ?en vÖ ?ang c?m m?t cÉy th†nh gi† mÖu tr?ng	M?t ng??i ph? n? m?c ?? ?en vÖ ?ang c?m m?t cÉy th†nh gi† mÖu tr?ng	0.9
M?t ng??i ph? n? m?c v†y ?en ?ang kÇo xe vÖ ??ng tr??c hai ng??i ?Ön ìng ?ang ng?i tràn b?ng gh? cìng viàn	M?t ng??i ph? n? m?c v†y ?en ?ang kÇo xe vÖ ??ng g?n hai ng??i ?Ön ìng ?ang ng?i tràn b?ng gh? cìng viàn	0.92
M?t ng??i ph? n? m?c m?t chi?c v†y ?en vÖ ?ang c?m m?t cÉy th†nh gi† mÖu tr?ng	M?t ng??i ?Ön ìng m?c v†y ?en ?ang kÇo xe vÖ ??ng tr??c hai ng??i ?Ön ìng ?ang ng?i tràn b?ng gh? cìng viàn	0.28
M?t ng??i ph? n? m?c v†y ?en ?ang kÇo xe vÖ ??ng tr??c hai ng??i ?Ön ìng ?ang ng?i tràn b?ng gh? cìng viàn	M?t c?u bÇ m?c v†y ?en vÖ c?m m?t cÉy th†nh gi† mÖu tr?ng	0.48
M?t ng??i ph? n? m?c m?t chi?c v†y ?en vÖ ?ang c?m m?t cÉy th†nh gi† mÖu tr?ng	M?t ng??i ph? n? m?c v†y ?en ?ang kÇo xe vÖ ??ng tr??c hai ng??i ?Ön ìng ?ang ng?i tràn b?ng gh? cìng viàn	0.54
C?u bÇ ?ang ??ng c?nh mi?ng c?a m?t ?Öi phun n??c	M?t c?u bÇ ?ang ??ng c?nh mi?ng c?a m?t ?Öi phun n??c	1
M?t c?u bÇ ?ang ??ng c?nh mi?ng c?a m?t ?Öi phun n??c	M?t cì g†i ?ang ??ng c?nh mi?ng c?a m?t ?Öi phun n??c	0.58
M?t c?u bÇ m?c ?? b?i ?ang ng?i tràn ??nh ?Öi phun n??c hçnh trïn	C?u bÇ ?ang ??ng c?nh mi?ng c?a m?t ?Öi phun n??c	0.72
M?t con mäo nÉu vÖ tr?ng ?ang nh?y tràn v?a hä	M?t con ch¢ nÉu vÖ tr?ng ?ang nh?y tràn v?a hä	0.62
M?t con ch¢ nÉu vÖ tr?ng ?ang nh?y tràn v?a hä	M?t ch£ ch¢ nh? mÖu nÉu vÖ tr?ng ?ang ch?y tràn ???ng	0.7
M?t con v?t mÖu nÉu vÖ tr?ng ?ang nh?y tràn v?a hä	M?t ch£ ch¢ nh? mÖu nÉu vÖ tr?ng ?ang ch?y tràn v?a hä	0.7
M?t ng??i ? xa v?i chi?c ba lì mÖu xanh ?ang ?i b? ???ng dÖi ? khu v?c nhi?u ?†	M?t ng??i ? xa v?i chi?c ba lì mÖu xanh ?ang ?i b? ???ng dÖi tràn khu v?c ??y ?†	0.98
M?t ng??i ? xa v?i chi?c ba lì mÖu xanh ?ang ?i b? ???ng dÖi ? khu v?c nhi?u ?†	Ng??i ?¢ ?ang ?i b?	0.7
M?t ng??i ? xa v?i chi?c ba lì mÖu xanh ?ang ?i b? ???ng dÖi ? khu v?c nhi?u ?†	Ng??i ?¢ ?ang ?i b? ???ng dÖi	0.76
M?t qu? b¢ng ?ang b? m?t con ch¢ vÖng ?u?i theo	M?t con ch¢ vÖng ?ang ?u?i theo m?t qu? b¢ng	0.96
M?t con mäo vÖng ?ang ?u?i theo m?t qu? b¢ng	M?t con ch¢ vÖng ?ang ?u?i theo m?t qu? b¢ng	0.68
M?t con ch¢ ?ang quay tràn b?i c? vÖ ?u?i theo m?t qu? b¢ng tennis ?ang bay	M?t con ch¢ ?ang quay tràn b?i c? vÖ ?u?i theo m?t qu? b¢ng ?ang bay	0.94
Khìng c¢ con ch¢ nÖo quay tràn c? vÖ ?u?i theo m?t qu? b¢ng ?ang bay	M?t con ch¢ ?ang quay tràn b?i c? vÖ ?u?i theo m?t qu? b¢ng ?ang bay	0.88
Khìng c¢ con ch¢ nÖo quay tràn c? vÖ ?u?i theo m?t qu? b¢ng ?ang bay	M?t con ch¢ vÖng ?ang ?u?i theo m?t qu? b¢ng	0.64
M?t con ch¢ vÖng ?ang ?u?i theo m?t qu? b¢ng	M?t con ch¢ ?ang quay tràn b?i c? vÖ ?u?i theo m?t qu? b¢ng ?ang bay	0.78
M?t ng??i ph? n? m?c qu?n jean xanh ?ang ??ng tr??c m?t nh¢m tr? em bàn c?nh m?t ngìi nhÖ lÖm b?ng ?†	M?t ng??i ph? n? m?c qu?n jean xanh ?ang ??ng tr??c m?t nh¢m tr? em bàn c?nh m?t ngìi nhÖ xÉy b?ng ?†	0.96
M?t ng??i ?Ön ìng m?c qu?n jean xanh ?ang ??ng tr??c m?t nh¢m tr? em bàn c?nh m?t ngìi nhÖ xÉy b?ng ?†	M?t ng??i ph? n? m?c qu?n jean xanh ?ang ??ng tr??c m?t nh¢m tr? em bàn c?nh m?t ngìi nhÖ xÉy b?ng ?†	0.7
M?t ng??i ph? n? ?ang ??ng tràn ph? vÖ ???c bao quanh b?i nh?ng ??a tr? ?ang ?i h?c	Khìng c¢ ng??i ph? n? nÖo ??ng tràn ph? vÖ ???c bao quanh b?i tr? em ?i h?c	0.56
M?t cì g†i m?c trang ph?c k? l? ?ang ??p xe	M?t ng??i ph? n? m?c ?? h¢a trang vÖ s?n ?ang ?i?u khi?n xe ??p tràn m?t con ph? ?ìng ?£c	0.78
Chi?c xe ??p ???c ?i?u khi?n b?i m?t cì g†i m?c trang ph?c k? l?	M?t ng??i ph? n? ?ang m?c ?? h¢a trang vÖ ?ang ??p xe tràn m?t con ph? ?ìng ?£c	0.74
Khìng c¢ anh chÖng nÖo nh?y làn khìng trung trong m?t khu v?c r?ng r?m	M?t anh chÖng ?ang nh?y làn khìng trung trong m?t khu r?ng r?m	0.78
M?t ng??i ?Ön ìng khìng m?c †o ?ang nh?y qua m?t kh£c g?	M?t ng??i ?Ön ìng c?i tr?n ?ang nh?y qua m?t kh£c g?	0.98
M?t ng??i ?Ön ìng khìng m?c †o ?ang nh?y qua m?t kh£c g?	M?t anh chÖng ?ang nh?y làn khìng trung trong m?t khu r?ng r?m	0.72
M?t con ch¢ ?ang ch?y v?i m?t qu? b¢ng chuy?n	M?t con ch¢ ?ang ch?y v?i m?t qu? b¢ng	0.9
Khìng c¢ con ch¢ nÖo ch?y v?i qu? b¢ng chuy?n	M?t con ch¢ ?ang ch?y v?i m?t qu? b¢ng chuy?n	0.8
M?t cì g†i trong ban nh?c ?ang ch?i s†o	M?t c?u bÇ trong ban nh?c ?ang ch?i s†o	0.82
M?t cì g†i m?c ??ng ph?c ?ang ch?i s†o v?i m?t ban nh?c	M?t cì g†i trong ban nh?c ?ang ch?i s†o	0.84
M?t cì g†i m?c ??ng ph?c ?ang ch?i s†o v?i m?t ban nh?c di?u hÖnh	M?t cì g†i trong ban nh?c ?ang ch?i m?t nh?c c?	0.813
M?t c?u bÇ trong ban nh?c ?ang ch?i s†o	M?t cì g†i m?c ??ng ph?c ?ang ch?i s†o v?i m?t ban nh?c di?u hÖnh	0.7
M?t ng??i ?Ön ìng ?ang ??ng ? tay l†i c?a m?t chi?c xe c? ?i?n c?a M? c¢ c?a vÖ c?p xe m?	M?t ng??i ?ang ??ng ? tay l†i c?a m?t chi?c xe c? ?i?n c?a M? c¢ c?a vÖ c?p xe m?	0.9
M?t ng??i ?Ön ìng ?ang ??ng ? tay l†i c?a m?t chi?c xe c? ?i?n c?a M? c¢ c?a vÖ c?p xe m?	M?t ng??i ph? n? ?ang ??ng ? tay l†i c?a m?t chi?c xe c? ?i?n c?a M? c¢ c?a vÖ c?p xe m?	0.8
Ng??i ?Ön ìng m?c ?? xanh ?ang t?o d†ng ch?p ?nh bàn c?nh m?t chi?c xe	Ng??i ?Ön ìng m?c ?? xanh ?ang t?o d†ng ch?p ?nh bàn c?nh m?t chi?c ì tì	0.96
Ng??i ?Ön ìng m?c ?? xanh ?ang t?o d†ng ch?p ?nh bàn c?nh m?t chi?c ì tì	Ng??i ph? n? m?c ?? xanh ?ang t?o d†ng ch?p ?nh bàn c?nh m?t chi?c ì tì	0.66
Hai ng??i ?ang ng?i tràn m?t chi?c gh? dÖi mÖu tr?ng	Hai ng??i ?ang ng?i tràn m?t chi?c gh? dÖi	0.9
Ng??i ph? n? ?ang ng?i g?n m?t lu?ng hoa vÖ nhçn xu?ng m?t ???ng h?m	M?t ng??i ph? n? ?ang ng?i g?n m?t lu?ng hoa vÖ nhçn xu?ng m?t ???ng h?m	0.96
M?t ng??i ?Ön ìng ?ang ng?i g?n m?t lu?ng hoa vÖ nhçn xu?ng m?t ???ng h?m	M?t ng??i ph? n? ?ang ng?i g?n m?t lu?ng hoa vÖ nhçn xu?ng m?t ???ng h?m	0.76
M?t ng??i ph? n? ?ang ng?i g?n m?t lu?ng hoa vÖ nhçn xu?ng m?t ???ng h?m	Hai ng??i ?ang ??ng tràn m?t chi?c gh? dÖi	0.22
M?t ng??i ph? n? ?ang ng?i g?n m?t lu?ng hoa vÖ nhçn xu?ng m?t ???ng h?m	Hai ng??i ?ang ng?i tràn m?t chi?c gh? dÖi	0.3
M?t ng??i ?Ön ìng bàn b?c t??ng g?ch ?ang ?eo m?t n? quanh mi?ng vÖ l??i tróm t¢c	M?t ng??i ph? n? bàn b?c t??ng g?ch ?ang ?eo kh?u trang quanh mi?ng vÖ l??i tróm t¢c	0.64
M?t ng??i ?Ön ìng ?ang ??i m?t chi?c m? nh?a trong su?t vÖ m?t chi?c m?t n?	M?t ng??i ?Ön ìng bàn b?c t??ng g?ch ?ang ?eo m?t n? quanh mi?ng vÖ l??i tróm t¢c	0.56
M?t ng??i ?Ön ìng bàn b?c t??ng g?ch ?ang ?eo m?t n? quanh mi?ng vÖ l??i tróm t¢c	M?t ng??i ?Ön ìng ?ang ??i m?t chi?c m? nh?a trong su?t vÖ m?t chi?c kh?u trang	0.48
Hai con ch¢ ?ang ? trong c?i tràn hai chÉn sau vÖ ??i m?t v?i nhau	Hai con ch¢ ?ang ch?i ?óa v?i nhau	0.7
M?t con ch¢ ?en vÖ m?t con ch¢ vÖng ?ang ch?i ?óa v?i nhau	Hai con mäo ?ang ? trong c?i tràn hai chÉn sau vÖ ??i m?t v?i nhau	0.42
M?t con ch¢ ?en vÖ m?t con ch¢ vÖng ?ang ch?i ?óa v?i nhau	Hai con ch¢ ?ang ? trong c?i tràn hai chÉn sau vÖ ??i m?t v?i nhau	0.64
Hai con ch¢ vÖ hai ng??i ?ang ?i b? trong r?ng	Hai con ch¢ vÖ hai ng??i ?ang ?i b? trong r?ng	0.9
Hai con ch¢ vÖ hai ng??i ?ang ng?i trong r?ng	Hai con ch¢ vÖ hai ng??i ?ang ?i b? trong r?ng	0.72
Hai con ch¢ vÖ hai ng??i ?ang ?i b? trong r?ng	Hai ng??i ph? n? d?t ch¢ ?i d?o tràn con ???ng trong r?ng	0.84
Hai ng??i ph? n? d?t ch¢ ?i d?o tràn con ???ng trong r?ng	Hai con ch¢ vÖ hai ng??i ?ang ng?i trong r?ng	0.58
M?t ng??i ?Ön ìng ?ang tr??t v†n xu?ng lan can trong tuy?t	M?t ng??i ph? n? ?ang tr??t v†n xu?ng lan can trong tuy?t	0.76
M?t ng??i ?Ön ìng ?ang tr??t tuy?t xu?ng ??i vÖ v??t qua ch??ng ng?i v?t mÖu ??	M?t ng??i ?Ön ìng ?ang tr??t tuy?t xu?ng ??i vÖ nh?y qua ch??ng ng?i v?t mÖu ??	0.88
M?t ng??i ph? n? ?ang tr??t tuy?t xu?ng ??i vÖ v??t qua ch??ng ng?i v?t mÖu ??	M?t ng??i ?Ön ìng ?ang tr??t v†n xu?ng lan can trong tuy?t	0.58
Hai ng??i ?Ön ìng ?ang ngh? ng?i sau khi xÉy d?ng	Hai ng??i ?Ön ìng ?ang ngh? gi?i lao	0.82
Hai ng??i ?Ön ìng khìng ngh? ng?i trong qu† trçnh xÉy d?ng	Hai ng??i ?Ön ìng ?ang ngh? ng?i sau khi xÉy d?ng	0.68
Hai cìng nhÉn xÉy d?ng ?ang ng?i tràn m?t bàn c?a tïa nhÖ	Hai cìng nhÉn xÉy d?ng ?ang ng?i tràn n¢c tïa nhÖ	0.68
