sentence1;sentence2;similarity
Không có người đàn ông nào chơi đàn ghi-ta;Người đàn ông đang chơi đàn ghi-ta;0,84
Người đàn ông đang chơi đàn ghi-ta;Người đó đang chơi đàn ghi-ta;0,90
Người đàn ông đang chơi đàn ghi-ta;Không có người đàn ông nào chơi đàn ghi-ta;0,62
Người đàn ông đang chơi đàn ghi-ta;Người đàn ông đang chơi nhạc cụ;0,88
Một người phụ nữ đang luộc mì trong nước;Một người phụ nữ đang luộc mì trong nước;0,96
Một người phụ nữ đang luộc mì trong nước;Một người đàn ông đang luộc mì trong nước;0,80
Có người đang khuấy mì trong nước;Có người đang khuấy thức ăn trong nước;0,90
Một người phụ nữ đang luộc mì trong nước;Có người đang khuấy thức ăn trong nước;0,72
Có người đang khuấy mì trong nước;Một người phụ nữ đang luộc mì trong nước;0,80
Một người phụ nữ đang luộc mì trong nước;Có người đang khuấy mì trong nước;0,84
Những người phụ nữ đang hát và nhảy;Mọi người đang hát và nhảy;0,90
Những người phụ nữ không hát và nhảy;Những người phụ nữ đang hát và nhảy;0,78
Hai người phụ nữ đang nhảy múa và hát trước mặt nhiều người;Những người phụ nữ đang hát và nhảy;0,90
Hai người đàn ông đang nhảy múa và hát trước đám đông;Những người phụ nữ đang hát và nhảy;0,62
Những người phụ nữ không hát và nhảy;Hai người phụ nữ đang nhảy múa và hát trước đám đông;0,72
Một con vượn cáo đang cắn ngón tay của một người;Một con vật đang cắn ngón tay của ai đó;0,88
Một con vật đang cắn ngón tay của một người;Một con vật đang cắn ngón tay của ai đó;1
Một con vượn cáo đang liếm ngón tay của một người;Một con vật đang cắn ngón tay của ai đó;0,66
Một người đàn ông đang trượt ván trên một nửa đường ống;Một cô gái đang trượt ván trên một nửa đường ống;0,77
Một vận động viên trượt ván đang nhào lộn trên một nửa đường ống;Một người đàn ông đang trượt ván trên một nửa đường ống;0,78
Một người đàn ông đang trượt ván trên một nửa đường ống;Một người trượt ván đang rơi khỏi đường ống nửa;0,72
Một cô gái đang trượt ván trên một nửa đường ống;Một vận động viên trượt ván đang thực hiện các pha nhào lộn trên đường ống nửa kín;0,80
Một vận động viên trượt ván đang thực hiện các pha nhào lộn trên đường ống nửa kín;Một người đàn ông đang trượt ván trên một nửa đường ống;0,88
Một con chó lớn đang chạy trên mặt đất;Một con chó đang chạy trên mặt đất;0,84
Một cô gái đang gõ móng tay của mình;Một cậu bé đang gõ móng tay của mình;0,74
Một con chó đang ngồi trên mặt đất;Một cô gái đang gõ móng tay của mình;0,20
Một con chó đang chạy trên mặt đất;Một cô gái đang gõ móng tay của mình;0,20
Một người đàn ông và một người phụ nữ đang lái xe jeep trên phố;Hai người đang lái xe jeep trên phố;0,90
Một người đàn ông và một người phụ nữ đang lái xe jeep trên phố;Một người đàn ông và một người phụ nữ không lái xe jeep xuống phố;0,88
Một người đàn ông và một người phụ nữ đang lái xe trên đường trong một chiếc xe mui trần;Hai người đang lái xe jeep trên phố;0,82
Một người đàn ông và một người phụ nữ không lái xe jeep xuống phố;Một người đàn ông và một người phụ nữ đang lái xe trên đường trong một chiếc xe mui trần;0,88
Một người đàn ông và một người phụ nữ đang lái xe jeep trên phố;Một người đàn ông và một người phụ nữ đang lái xe trên đường;0,86
Một người phụ nữ đang đổ các nguyên liệu vào bát;Một người phụ nữ đang đổ nguyên liệu vào bát;0,96
Không có người phụ nữ nào đổ nguyên liệu vào bát;Một người phụ nữ đang đổ nguyên liệu vào bát;0,80
Đầu bếp đang nêm dầu;Người phụ nữ đang nêm dầu;0,82
Một người phụ nữ đang đổ các nguyên liệu vào bát;Người phụ nữ đang nêm dầu;0,66
Một người đang cưỡi ngựa;Khoai tây đang được một người phụ nữ cắt lát;0,20
Một người đang cưỡi ngựa;Không có người phụ nữ nào đang thái khoai tây;0,20
Một người phụ nữ đang thái khoai tây;Một người đang cưỡi ngựa;0,20
Người đàn ông đang tập luyện;Người đàn ông đang tập thể dục;0,78
Hai người đàn ông đang ôm nhau;Người đàn ông đang tập thể dục;0,28
Hai người đàn ông đang đánh nhau;Người đàn ông đang tập thể dục;0,40
Một người đàn ông đang cho rau vào nồi;Ai đó đang thêm nguyên liệu vào nồi;0,86
Không ai đổ nguyên liệu vào nồi;Một người đàn ông đang cho rau vào nồi;0,72
Người đàn ông đang đứng trên một ngọn núi đá và những đám mây xám ở phía sau;Người đàn ông đang đứng trên một ngọn núi đá và những đám mây xám ở phía sau;0,94
Một người đeo ba lô, ngực trần, đứng trước một đống đá và những đám mây ở phía sau;Một người không mặc áo với một chiếc ba lô đang ở phía trước một đống đá và những đám mây ở phía sau;1
Một người không mặc áo với một chiếc ba lô đang ở phía trước một đống đá và những đám mây ở phía sau;Một người mặc quần áo đầy đủ đứng sau một đống đá và bầu trời trong xanh ở phía sau;0,54
Người đàn ông đang đứng trên một ngọn núi đá và những đám mây xám ở phía sau;Một người mặc quần áo đầy đủ đứng sau một đống đá và bầu trời trong xanh ở phía sau;0,60
Người đàn ông đang đứng trên một ngọn núi đá và những đám mây xám ở phía sau;Một người đàn ông da đen để ngực trần đang chất một đống đá và một đám mây ở phía sau;0,58
Con chó đang bắt một quả bóng;Một con chó đang bắt một quả bóng;1
Một con chó đang bắt một quả bóng;Một con chó đang đuổi theo một quả bóng một cách giận dữ qua đất;0,82
Một con chó đang đuổi theo một quả bóng trong đất;Một con chó đang bắt một quả bóng;0,68
Một đứa trẻ có mái tóc vàng đang cầm một cái chai màu vàng;Một đứa trẻ tóc vàng đang cầm một cái chai màu vàng;0,98
Một đứa trẻ tóc vàng đang cầm một cái chai màu vàng;Không có đứa trẻ tóc vàng nào cầm chai màu vàng;0,74
Một đứa trẻ có mái tóc vàng đang cầm một cái chai màu vàng;Một cậu bé mặc áo sơ mi xanh có bụi bẩn trên mặt;0,30
Một cậu bé mặc áo sơ mi nhuộm màu xanh có bụi bẩn trên mặt;Một đứa trẻ tóc vàng đang cầm một cái chai màu vàng;0,22
Một đứa trẻ tóc vàng đang cầm một cái chai màu vàng;Một cậu bé có khuôn mặt xanh xao và bụi bẩn trên áo;0,36
Người đàn ông đội mũ phù hợp với cao bồi đang đi bộ qua một khu chợ và đang đút tay vào túi;Người đàn ông đội mũ cao bồi đang đi bộ qua một khu chợ và đang đút tay vào túi;0,96
Người đàn ông đội mũ cao bồi đang đi bộ qua một khu chợ và đang đút tay vào túi;Người đàn ông đội mũ cao bồi không đi qua chợ và không đút tay vào túi;0,72
Người đàn ông đội mũ phù hợp với cao bồi đang đi bộ qua một khu chợ và đang đút tay vào túi;Một người đàn ông đội mũ đang đi qua một cửa hàng;0,78
Một người đàn ông đội mũ đang đi qua một cửa hàng;Người đàn ông đội mũ cao bồi không đi qua chợ và không đút tay vào túi;0,50
Một người đàn ông đội mũ đang đi qua đi lại trong cửa hàng;Người đàn ông đội mũ cao bồi đang đi bộ qua một khu chợ và đang đút tay vào túi;0,62
Một người đàn ông đội mũ đang đi qua một cửa hàng;Người đàn ông đội mũ cao bồi đang đi bộ qua một khu chợ và đang đút tay vào túi;0,82
Một con sếu trắng lớn đang bay gần mặt nước;Một con sếu lớn và trắng đang bay gần mặt nước;0,98
Một con chim trắng đang nhanh chóng bay lên khỏi mặt nước;Một con chim trắng đang đáp xuống nước một cách nhanh chóng;0,72
Mảnh đất gần một con chim trắng đang được tưới nước nhanh chóng;Một con chim trắng đang đáp xuống nước một cách nhanh chóng;0,58
Con chim trắng đang đáp xuống nước một cách nhanh chóng;Một con sếu trắng lớn đang bay gần mặt nước;0,70
Một con sếu trắng lớn đang bay gần mặt nước;Một con chim trắng đang nhanh chóng bay lên khỏi mặt nước;0,82
Mảnh đất gần một con chim trắng đang được tưới nước nhanh chóng;Một con sếu trắng lớn đang bay gần mặt nước;0,44
Một con chim trắng đang đáp xuống nước một cách nhanh chóng;Một con sếu lớn và trắng đang bay gần mặt nước;0,84
Một con sếu trắng lớn đang bay cao trên mặt nước;Một con chim trắng đang đáp xuống nước một cách nhanh chóng;0,58
Một con chó có bộ lông vàng đang ở trong nước;Một con chó có bộ lông vàng đang ở trong nước;0,98
Một con chó có bộ lông vàng đang ở trong nước;Một chú chó nâu đang bình tĩnh đứng dưới nước;0,78
Cô gái đang cầm một tấm biển và một nhóm người đang đi theo cô ấy;Cô gái đang cầm một tấm biển và đang bị một nhóm người đi theo;0,98
Cô gái đang cầm một tấm biển và một nhóm người đang đi theo cô ấy;Cô gái không mang theo biển báo và không có nhóm người nào đi theo cô ấy;0,74
Một người đàn ông ở một thành phố lớn đang giơ tấm biển và xin tiền;Một người đàn ông ở một thành phố lớn đang cầm một tấm biển và cầu xin tiền;1
Một người đàn ông ở một thành phố lớn đang cầm một tấm biển và cầu xin tiền;Một người đàn ông ở một thành phố nhỏ đang làm công tác từ thiện;0,56
Một người đàn ông vô gia cư đang giơ tấm biển và xin tiền;Một người đàn ông vô gia cư đang giơ tấm biển và đáng thương cầu xin tiền;0,98
Một người đàn ông ở một thành phố lớn đang cầm một tấm biển và cầu xin tiền;Một người đàn ông vô gia cư đang đặt một tấm biển và từ chối một số tiền từ thiện;0,60
Một người đàn ông vô gia cư đang giơ tấm biển và xin tiền;Một người đàn ông ở một thành phố nhỏ đang làm công tác từ thiện;0,48
Một con chó đang đuổi theo đuôi của một con vật trong cỏ;Cái đuôi của một con vật đang bị một con chó đuổi theo trong cỏ;0,98
Một con chó đang đi xa khỏi đuôi của một con vật trong cỏ;Một con chó đang đuổi theo đuôi của một con vật trong cỏ;0,62
